Building Name (1),樓宇名稱 (一),Building Name (2),樓宇名稱 (二),Building Name (3),樓宇名稱 (三),Address (1),樓宇地址(一),Address (2),樓宇地址(二),Address (3),樓宇地址(三),"Year of Completion
落成年份","Owners' Corporation
業主立案法團",Remark,備註
Noah's Ark,挪亞方舟,,,,,"33 Pak Yan Rd., Ma Wan",馬灣珀欣路33號,,,,,2008,,,
Nob Hill,盈暉臺,,,,,"8 King Lai Path,
Kwai Chung",葵涌景荔徑8號,,,,,2002,,,
Noble Hill,皇府山,,,,,"38 Ma Sik Rd.,
Fanling","粉嶺
馬適路38號",,,,,2005,,,
Noble Park,豪景富居,,,,,"250 Kat Hing Wai,
Kam Tin, Yuen Long","元朗錦田
吉慶圍250號",,,,,1996,P,,
Noble Place,景峰豪庭,,,,,"10 King Fung Path,
Tuen Mun","屯門
景峰徑10號",,,,,1998,P,,
"Nord Anglia International Pre -
School Hong Kong Sai Kung",,,,,,"285 Hong Kin Rd.,
Sai Kung","西貢
康健路285號",,,,,-,,,
Norfolk Terrace,樂福小築,,,,,"DD 122 Lot 1709 RP
Ping Shan Lane,
Ping Shan, Yuen Long","元朗屏山屏山里
第122約第1709號
地段的餘段",,,,,-,P,,
North District Community Centre,北區社區中心,,,,,"2 Lung Wan St.,
Sheung Shui","上水
龍運街2號",,,,,-,,,
North District Government Offices,北區政府合署,,,,,"3 Pik Fung Rd.,
Fanling","粉嶺
璧峰路3號",,,,,-,,,
North District Hospital,北區醫院,,,,,"9 Po Kin Rd.,
Fanling","粉嶺
保健路9號",,,,,-,,,
North District Sports Ground,北區運動場,,,,,"26 Tin Ping Rd.,
Sheung Shui","上水
天平路26號",,,,,-,,,
"North District Temporary
Wholesale Market For
Agricultural Products",北區臨時農產品批發市場,,,,,"DD 51, STT No. 778
On Kui St., On Lok Tsuen,
Fanling","粉嶺安樂村安居街
第51約短期租約
第778號",,,,,-,,,
"North Kwai Chung Market and
Public Library",北葵涌街市及公共圖書館,,,,,"116 Shek Yam Rd.,
Tsuen Wan","荃灣
石蔭路116號",,,,,-,,,
"North Kwai Chung Tang Shiu
Kin Sports Centre",北葵涌鄧肇堅體育館,,,,,"292 Wo Yi Hop Rd.,
Kwai Chung","葵涌
和宜合道292號",,,,,-,,,
North Lamma Clinic,北南丫診所,,,,,"100 Yung Shue Wan Main St.,
Lamma Island","南丫島
榕樹灣大街100號",,,,,-,,,
North Lantau Hospital,北大嶼山醫院,,,,,"8 Chung Yan Rd.,
Tung Chung, Lantau Island","大嶼山東涌
松仁路8號",,,,,-,,,
Northern Lamma School,南丫北段公立小學,,,,,"1 Yung Shue Ling,
Lamma Island","南丫島
榕樹嶺1號",,,,,-,,,
Norwegian International School,,,,,,"STT 1412, 170 Kam Shan Rd.,
Tai Po","大埔錦山路170號
期租約第1412號",,,,,-,,,
Norwegian International School,,,,,,"175 Kwong Fuk Rd., Tai Po",大埔廣福道175號,,,,,-,,,
"Norwegian Missionary Society,
Wing Jan School",挪威差會榮真學校,,,,,"DD 128 C.L.L. No.
Y21793, Off Deep Bay Rd.,
Lau Fau Shan","流浮山近深灣路
第128約
官地牌照第Y21793號",,,,,-,,,
"NT Heung Yee Kuk Tai Po District
Secondary School",新界鄉議局大埔區中學,,,,,"Tai Yuen Estate,
Tai Po","大埔
大元邨",,,,,-,,,
"NT Heung Yee Kuk Yuen Long
District Secondary School",新界鄉議局元朗區中學,,,,,"123 Yuen Long Kau Yuk Rd.,
Yuen Long","元朗
元朗教育路123號",,,,,-,,,
NT South Animal Management Centre,新界南動物管理中心,,,,,"11 To Shek Path,
Sha Tin","沙田
多石徑11號",,,,,-,,,
"NT W.J.W.A. Leung Sing Tak
Primary School",新界婦孺福利會梁省德學校,,,,,"Tai Yuen Estate, Tai Po",大埔大元邨,,,,,-,,,
"NT Women & Juveniles Welfare
Association Leung Sing Tak
Primary School (Tseung Kwan O)","新界婦孺福利會梁省德學校
 (將軍澳)",,,,,"2 Man Kuk Lane,
Tseung Kwan O","將軍澳
文曲里2號",,,,,-,,,
"NTWJWA Christian Remembrance
Of Grace Primary School",新界婦孺福利會基督教銘恩小學,,,,,"Tai Yuen Estate, Tai Po",大埔大元邨,,,,,-,,,
O.T.B. Building Fanling,粉嶺海外大廈,,,,,"11-15 Luen Hing St.,
Luen Wo Market, Fanling","粉嶺聯和墟
聯興街11-15號",,,,,1984,,,
O.T.B. Yuen Long Building,海外信託銀行元朗大廈,,,,,"95-97 Castle Peak Rd.
Yuen Long, Yuen Long","元朗青山公路
元朗段95-97號",,,,,1978,P,,
"Occupational Safety & Health Council
OSH Academy","職業安全健康局
職安健學院",,,,,"62 Chung Mei Rd.,
Cheung Hong Estate,
Tsing Yi","青衣長康邨
涌美路62號",,,,,-,,,
Ocean Court,,,,,,"21 Hang Hau Wing Lung
Rd., Sai Kung","西貢坑口
永隆路21號",,,,,1977,P,,
Ocean Pointe,縉皇居,,,,,"8 Sham Tsz St.,
Sham Tseng","深井
深慈街8號",,,,,2000,,,
Ocean Pride,海之戀,,,,,"100 Tai Ho Rd.,
Tsuen Wan","荃灣
大河道100號",,,,,2018,,,
Ocean Pride,海之戀,Ocean Supreme,海之戀．愛炫美,,,,,,,,,,,,
Ocean Pride,海之戀,OP Mall,海之戀商場,,,,,"
",,,,,,,
Ocean Shores,維景灣畔,,,,,"88 O King Rd.,
Tseung Kwan O","將軍澳
澳景路88號",,,,,2000,,,
Ocean View,海典灣,,,,,"1 Po Tai St.,
Ma On Shan","馬鞍山
保泰街1號",,,,,2003,,,
Ocean View Lodge,海景別墅,,,,,"28 Hang Hau Wing Lung
Rd., Sai Kung","西貢坑口
永隆路28號",,,,,1981,,,
Ocean Walk,海趣坊,,,,,"168/236 Wu Chui Rd.,
Tuen Mun","屯門
湖翠路168/236號",,,,,1988,,,
Ocean Wings,海天晉,,,,,"28 Tong Chun St.,
Tseung Kwan O","將軍澳
唐俊街28號",,,,,2017,,,
Ocean Wings,海天晉,Ocean Popwalk,海天晉滙,,,,,,,,,,,,
Oceanaire,天宇海,,,,,"18 Po Tai St.,
Ma On Shan","馬鞍山
保泰街18號",,,,,2011,,,
Oceania Heights,海典軒,,,,,"2 Hoi Chu Rd.,
Tuen Mun","屯門
海珠路2號",,,,,2004,,,
Oi Chuen Villa,靄泉小築,,,,,"56B Peak Rd.,
Cheung Chau","長洲
山頂道56B號",,,,,-,,,
Oi Wah Yuen,愛華園,,,,,"DD 217 Lot 1099
Off Hiram's Highway,
Hebe Haven","白沙灣近西貢公路
第217約
第1099號地段",,,,,-,,,
Oi Yuen,愛園,,,,,"Sheung Shui Inland Lot
No. 2 RP, Castle Peak Rd.
Kwu Tung, North","北區青山公路古洞段
上水內地段
第2號的餘段",,,,,Pre 1945前,,,
On Chuen Building,安全樓,,,,,"6/14 Ming Ngai St.,
Tuen Mun","屯門
明藝街6/14號",,,,,1973,,,
On Dak Industrial Building,安達工業大廈,,,,,"2-6 Wah Sing St.,
Kwai Chung","葵涌
華星街2-6號",,,,,1979,P,,
On Dick Building,安迪樓,,,,,"15-21 Wai Yan St.,
Tai Po","大埔
懷仁街15-21號",,,,,1978,,,
On Ding Building,安定樓,,,,,"Ground Floor:
41/45 Yuen Long On Ning
Rd. & 24 Tung Lok St.,
Yuen Long
Upper Floors:
24 Tung Lok St.","地下︰
元朗
元朗安寧路41/45號及
同樂街24號
樓上各層︰
同樂街24號",,,,,1969,P,,
On Fai Building,安輝樓,,,,,"Ground Floor:
30-40B Yuen Long On
Hing St., Yuen Long
Upper Floors:
34 Yuen Long On Hing St.","地下︰
元朗
元朗安興街30-40B號
樓上各層︰
元朗安興街34號",,,,,1978,P,,
On Fat Industrial Building,安發工業大廈,,,,,"12/18 Kwai Wing Rd.,
Kwai Chung","葵涌
葵榮路12/18號",,,,,1974,P,,
On Foo Building,安富大廈,,,,,"Ground Floor:
26/34 & 38/42 Lo Tak
Court & 25/31 Tsuen
Hing Path, Tsuen Wan
Upper Floors:
36 Lo Tak Court","地下︰
荃灣路德圍
26/34及38/42號及
荃興徑25/31號
樓上各層︰
路德圍36號",,,,,1974,P,,
On Fook Building,安福大樓,,,,,"48-72 Tai Tong Rd.,
Yuen Long","元朗
大棠路48-72號",,,,,1974,,,
On Fook Industrial Building,安福工業大廈,,,,,"41-45 Kwai Fung Crescent,
Kwai Chung","葵涌
葵豐街41-45號",,,,,1979,P,,
On Fu Building,安富樓,,,,,"30/32 On Fu Rd.,
Tai Po","大埔
安富道30/32號",,,,,1967,,,
On Fu Mansion,安富閣,,,,,"Ground Floor:
36 Chik Chuen St., Tai Wai
Upper Floors:
34 Chik Chuen St.","地下：
大圍積存街36號
樓上各層：
積存街34號",,,,,1992,,,
On Fung Building,安豐大廈,,,,,"Ground Floor:
80, 82, 84, 88, 92, 96 &
98 Heung Wo St.,
Tsuen Wan
63/65 Yuen Tun Circuit
1st Floor:
86 & 94 Heung Wo St.
Upper Floors:
(Excl. 1st Floor)
90 Heung Wo St.","地下︰
荃灣享和街80、82、
84、88、92、
96及98號、
圓墩圍63/65號
1樓︰
享和街86及94號
樓上各層︰
(不包括1樓)
享和街90號",,,,,1971,P,,
On Ga Building,安基大廈,,,,,"28 Chun Yin Square
Yuen Long","元朗
俊賢坊28號",,,,,1979,P,,
On Hang Industrial Centre,華懋安恒工貿中心,,,,,"18 Yip Cheong St.,
Fanling","粉嶺
業暢街18號",,,,,1992,,,
On Hing Industrial Centre,安興工貿中心,,,,,"18 On Kui St.,
Fanling","粉嶺
安居街18號",,,,,1992,,,
On Ho Industrial Building,安豪工業大廈,,,,,"17-19 Shing Wan Rd.,
Sha Tin","沙田
成運路17-19號",,,,,1981,P,,
On Hong Building,安康樓,,,,,"13 Chik Fai St.,
Tai Wai","大圍
積輝街13號",,,,,1986,P,,
On Hong Building,安康樓,,,,,"7-19 On Hong Rd. &
69-71 Yuen Long On Hing St.,
Yuen Long","元朗
安康路7-19號及
元朗安興街69-71號",,,,,1975,P,,
On Hong Building,安康大廈,,,,,"Ground Floor:
29/35 & 39/47 Tai Pa St.,
Tsuen Wan
Upper Floors:
37 Tai Pa St.","地下︰
荃灣
大壩街29/35及39/47號
樓上各層︰
大壩街37號",,,,,1973,P,,
On King Building,安景樓,,,,,"81-97 Hop Yick Rd.,
Yuen Long","元朗
合益路81-97號",,,,,1976,P,,
Flats A-C,A -C座,,,,,,,,,,,,P,,
On Kwok Villa,安國花園新邨,,,,,"DD 51 Lot 5189,
Off Jockey Club Rd.,
Sheung Shui","上水近馬會道
第51約
第5189號地段",,,,,1975,P,,
On Lai Building,安麗大廈,,,,,"3 Tsing To Path,
Tuen Mun","屯門
青桃徑3號",,,,,1982,P,,
On Lee Building,安利大樓,,,,,"100-108 Yuen Long On
Ning Rd., Yuen Long","元朗
元朗安寧路100-108號",,,,,1976,,,
On Lok Building,安樂樓,,,,,"1 Mei Sun Lane,
Tai Po","大埔
美新里1號",,,,,1976,P,,
On Lok Building,安樂樓,,,,,"128/130 Kau Yuk Rd., 
Yuen Long","元朗
教育路128/130號",,,,,1974,P,,
On Lok House,安樂樓,,,,,"Ground Floor:
31/33 Chuen Lung St. &
120A & 120B Hoi Pa St.,
Tsuen Wan
Upper Floors:
120 Hoi Pa St.","地下︰
荃灣川龍街31/33號及
海壩街120A
及120B號
樓上各層︰
海壩街120號",,,,,1970,P,,
On Lok House,安樂樓,,,,,"Ground Floor:
47/49 Yuen Long On Ning
Rd. & 31 Tung Lok St.,
Yuen Long
Upper Floors:
31 Tung Lok St.","地下︰
元朗
元朗安寧路47/49號及
同樂街31號
樓上各層︰
同樂街31號",,,,,1970,P,,
On Lok Industrial Building,安樂工業大廈,,,,,"109 & 111 Yuen Long
On Lok Rd., Yuen Long","元朗元朗安樂路
109及111號",,,,,1980,P,,
On Lok Villa,安樂苑,,,,,"9 Hang Lok Lane,
Sha Tin","沙田
恆樂里9號",,,,,1977,P,,
On Lok Yuen,安樂園,,,,,"DD 100 Lots 1595 RP &
1596 F, Off Fan Kam Rd.,
Ying Pun","營盤近粉錦公路
第100約第1595號
地段的餘段及
第1596號地段F段",,,,,-,,,
On Ming Building,安名樓,,,,,"81-97 Hop Yick Rd.,
Yuen Long","元朗
合益路81-97號",,,,,1976,,,
Flats D-F,D-F座,,,,,,,,,,,,,,
On Ning Building,安寧大廈,,,,,"Ground Floor:
20-24, 28-30, 30A & 30B
Ma Tin Rd., Yuen Long
Upper Floors:
26 Ma Tin Rd., Yuen Long","地下：
元朗馬田路20-24、
28-30、30A及30B號
樓上各層：
元朗馬田路26號",,,,,1978,P,,
On Ning Building,安寧樓,,,,,"Ground Floor:
170-172 & 176-190
Yuen Long On Ning Rd. &
2 Ma Miu Rd.,
Yuen Long
Upper Floors:
174 Yuen Long On Ning Rd.","地下︰
元朗
元朗安寧路
170-172及176-190號及
媽廟路2號
樓上各層︰
元朗安寧路174號",,,,,1972,,,
On Ning Garden,安寧花園,,,,,"10 Sheung Ning Rd.,
Tseung Kwan O","將軍澳
常寧路10號",,,,,1990,P,See Appendix IV,見附錄IV
On Ning Garden,安寧花園,Blocks 1-6,第1至6座,,,,,,,,,,P,See Appendix IV,見附錄IV
On On Building,安安大樓,,,,,"14/18 Sam Pei Square,
Tsuen Wan","荃灣
三陂坊14/18號",,,,,1964,,,
On Park Building,安栢樓,,,,,"16 Luen Cheong St.,
Fanling","粉嶺
聯昌街16號",,,,,1998,,,
On Shing Building,安盛大廈,,,,,"Ground Floor:
19/23 & 27/31 Tai Pak
Tin St., Kwai Chung
Upper Floors:
25 Tai Pak Tin St.","地下︰
葵涌大白田街19/23
及27/31號
樓上各層︰
大白田街25號",,,,,1973,P,,
On Shing Court,安盛苑,,,,,"50 Tin Ping Rd.,
Sheung Shui",上水天平路50號,,,,,1990,P,See Appendix III,見附錄III
On Shing Court,安盛苑,Block A,A座,,,,,,,,,,P,See Appendix III,見附錄III
On Shing Industrial Building,安盛工業大廈,,,,,"2-16 Wo Liu Hang Rd.,
Fo Tan","火炭
禾寮坑路2-16號",,,,,1978,P,,
On Shun Building,安信樓,,,,,"31-51 Chik Shun St.,
Tai Wai","大圍
積信街31-51號",,,,,1988,P,,
On Tai Building,安泰樓,,,,,"11 Chik Fai St.,
Tai Wai","大圍
積輝街11號",,,,,1986,P,,
On Tai Building,安泰樓,,,,,"59-67 Yuen Long On
Hing St., Yuen Long","元朗
元朗安興街59-67號",,,,,1975,,,
On Tai Industrial Centre,安泰工貿中心,,,,,"4 On Chuen St.,
Fanling","粉嶺
安全街4號",,,,,1992,,,
On Tak Yuen,安德園,,,,,"DD 121 Lot 1882,
Off Castle Peak Rd. Ping
Shan, Tong Yan San Tsuen","唐人新村近青山公路
屏山段第121約
第1882號地段",,,,,-,,,
On Tat Industrial Centre,安達工貿中心,,,,,"33 On Lok Mun St.,
Fanling","粉嶺
安樂門街33號",,,,,1992,,,
On Ting Estate,安定邨,,,,,Tuen Mun,屯門,,,,,,,See Appendix I,見附錄I
On Ting Estate,安定邨,H.A.N.D.S.,愛定商場,,,,,"2, 4, 8 & 12 Oi Yung St. &
2A Tuen Mun Heung Sze
Wui Rd.","愛勇街2、4、8及12號及
屯門鄉事會路2A號",,,,,See Appendix I,見附錄I
On Ting Estate,安定邨,On Ting / Yau Oi Community Centre,安定友愛社區中心,,,,,"2A Tuen Mun Heung Sze
Wui Rd.",屯門鄉事會路2A號,,,,,See Appendix I,見附錄I
On Ting Estate,安定邨,Ting Cheung House,定祥樓,,,,,"2A Tuen Mun Heung Sze
Wui Rd.",屯門鄉事會路2A號,,,,,See Appendix I,見附錄I
On Ting Estate,安定邨,Ting Fuk House,定福樓,,,,,"2A Tuen Mun Heung Sze
Wui Rd.",屯門鄉事會路2A號,,,,,See Appendix I,見附錄I
On Ting Estate,安定邨,Ting Hong House,定康樓,,,,,"2A Tuen Mun Heung Sze
Wui Rd.",屯門鄉事會路2A號,,,,,See Appendix I,見附錄I
On Ting Estate,安定邨,Ting Lung House,定龍樓,,,,,"2A Tuen Mun Heung Sze
Wui Rd.",屯門鄉事會路2A號,,,,,See Appendix I,見附錄I
On Ting Estate,安定邨,Ting Tai House,定泰樓,,,,,"2A Tuen Mun Heung Sze
Wui Rd.",屯門鄉事會路2A號,,,,,See Appendix I,見附錄I
On Ting Estate,安定邨,Ting Tak House,定德樓,,,,,"2A Tuen Mun Heung Sze
Wui Rd.",屯門鄉事會路2A號,,,,,See Appendix I,見附錄I
On Ting Kui,安定居,,,,,"171 Kam Shan Rd.,
Tai Po","大埔
錦山路171號",,,,,-,,,
On Ting Mansion,安定樓,,,,,"49-55 Chik Fu St.,
Tai Wai","大圍
積富街49-55號",,,,,1988,P,,
On Ting Terrace,安定臺,,,,,"1 Hang Lok Lane,
Sha Tin","沙田
恆樂里1號",,,,,1959,,,
On Wah Industrial Building,安華工業大廈,,,,,"41-43 Au Pui Wan St.,
Sha Tin","沙田
坳背灣街41-43號",,,,,1981,P,,
On Wing Building,安榮樓,,,,,"Ground Floor:
2/6 Yuen Long Pau Cheung
Square & 5/9 Yuen Long
On Ning Rd., Yuen Long
Upper Floors:
5/9 Yuen Long On Ning Rd.","地下︰
元朗
元朗炮仗坊2/6號及
元朗安寧路5/9號
樓上各層︰
元朗安寧路5/9號",,,,,1971,P,,
On Wing Centre,安榮中心,,,,,"Lot 1676, Pak She Back St.,
Cheung Chau","長洲北社後街
第1676號地段",,,,,-,P,,
On Wui Industrial Centre,安滙中心,,,,,"25 Lok Yip Rd.,
On Lok Tsuen, Fanling","粉嶺安樂村
樂業路25號",,,,,1993,,,
On Yam Estate,安蔭邨,,,,,"7 On Chuk St., Kwai Chung",葵涌安足街7號,,,,,,,See Appendix I,見附錄I
On Yam Estate,安蔭邨,Chak Yam House,澤蔭樓,,,,,,,,,,,See Appendix I,見附錄I
On Yam Estate,安蔭邨,Cheung Yam House,祥蔭樓,,,,,,,,,,,See Appendix I,見附錄I
On Yam Estate,安蔭邨,Fung Yam House,豐蔭樓,,,,,,,,,,,See Appendix I,見附錄I
On Yam Estate,安蔭邨,Hong Yam House,康蔭樓,,,,,,,,,,,See Appendix I,見附錄I
On Yam Estate,安蔭邨,Kar Yam House,嘉蔭樓,,,,,,,,,,,See Appendix I,見附錄I
On Yam Estate,安蔭邨,On Yam Shopping Centre,安蔭商場,,,,,,,,,-,,See Appendix I,見附錄I
On Yam Estate,安蔭邨,Shing Yam House,盛蔭樓,,,,,,,,,,,See Appendix I,見附錄I
On Yam Estate,安蔭邨,Tak Yam House,德蔭樓,,,,,,,,,,,See Appendix I,見附錄I
On Yam Estate,安蔭邨,Yiu Yam House,耀蔭樓,,,,,,,,,,,See Appendix I,見附錄I
On Yip Fa Yuen,安業花園,,,,,"DD 129 Lot 1793
(NE Portion)
Off Deep Bay Rd.,
Lau Fau Shan","流浮山
近深灣路
(東北部) 第129約
第1793號地段",,,,,1978,,,
On Yip House,安業樓,,,,,"DD 129 Lot 3489
Off Deep Bay Rd.,
Sun On Kui, Lau Fau Shan","流浮山新安居
近深灣路第129約
第3489號地段",,,,,-,,,
On Yue Building,安裕大廈,,,,,"Ground Floor:
120/128, 132 & 136/140
Tsuen Wan Market St. &
1 & 3 Yan Chai St.,
Tsuen Wan
1st Floor:
134 Tsuen Wan Market St. &
5 Yan Chai St.
Upper Floors:
(Excl. 1st Floor)
130 Tsuen Wan Market St.","地下︰
荃灣
荃灣街市街120/128、
132及136/140號及
仁濟街1及3號
1樓︰
荃灣街市街134號及
仁濟街5號
樓上各層︰
(不包括1樓)
荃灣街市街130號",,,,,1972,P,,
On Yuen,安園,,,,,"DD 117 Lots 1515
(W. Portion) 1516 &
1517 Tai Tong Tsuen,
Shap Pat Heung","十八鄉大棠村
第117約第1515
(西部) 1516及
1517號地段",,,,,-,,,
One Hyde Park,逸林首府,,,,,"328 Kung Um Rd.,
Yuen Long","元朗
公庵路328號",,,,,2009,P,,
One Regent Place,尚豪庭,,,,,"18 Po Yip St.,
Yuen Long","元朗
寶業街18號",,,,,2012,,,
One Sky Mall,天一商城,,,,,"8 Tin Sau Rd.,
Tin Shui Wai","天水圍
天秀路8號",,,,,2016,,,
One Vista Summit,匯賢一號‧雋峰,,,,,"3 San Hop Lane,
Tuen Mun","屯門
新合里3號",,,,,-,,,
Optimall,百悅坊,,,,,"118 Chuen Lung St.
Tsuen Wan","荃灣
川龍街118號",,,,,1995,,,
Opulence Height,豐裕軒,,,,,"40-42, 46-48A & 50-52B
Castle Peak Rd. Yuen Long,
Yuen Long","元朗青山公路元朗段
40-42、46-48A及50-52B號",,,,,2002,,,
Opulent Villa,盈溢居,,,,,"116-119 To Yuen Wai.
Tuen Mun","屯門
桃園圍116-119號",,,,,-,P,,
Orange Grove,,,,,,"18 Fei Ngo Shan Rd.
Sai Kung","西貢
飛鵝山道18號",,,,,1976,,,
Orchid Court,蘭苑,,,,,"Ground Floor:
6-30, 34-40 Yan Oi Tong
Circuit, Tuen Mun
Upper Floors:
32 Yan Oi Tong Circuit","地下︰
屯門仁愛堂街
6-30、34-40號
樓上各層︰
仁愛堂街32號",,,,,1978,P,,
Ori,豐連,,,,,"3 Leung Tak St.,
Tuen Mun","屯門
良德街3號",,,,,2018,,,
Oriental Press Centre,東方報業中心,,,,,"23 Dai Cheong St.,
Tai Po Industrial Estate,
Tai Po","大埔
大埔工業邨
大昌街23號",,,,,2004,,,
Orion Court,康德閣,,,,,"23 Mau Tan St.,
Yuen Long","元朗
牡丹街23號",,,,,1994,,,
Oscar by the Sea,清水灣半島,,,,,"8 Pung Loi Rd.,
Tseung Kwan O","將軍澳
蓬萊路8號",,,,,2001,P,,
Osmanthus Garden,玉桂園,,,,,"80 Tan Kwai Tsuen Rd.,
Hung Shui Kiu, Yuen Long","元朗洪水橋
丹桂村路80號",,,,,1990,P,,
Our Lady of Fatima Church,花地瑪聖母堂,,,,,"Lots 161 RP & 947
Cheung Chau Church Rd.,
Cheung Chau","長洲長洲教堂路
第161號地段的餘段及
947號地段",,,,,-,,,
"Our Lady of Lourdes
Catholic Kindergarten",天主教露德聖母幼稚園,,,,,"DD 3 Lot 1709
Tai Yuen Village,
Lamma Island","南丫島
大園村第3約
第1709號地段",,,,,-,,,
Outward Bound School,外展訓練學校,,,,,"DD 256 Lot 718,
Off Tai Mong Tsai Rd.,
Sai Kung","西貢
近大網仔路
丈量約份第256約地段第718號",,,,,1971,,,
Oxford Industrial Building,牛津工業大廈,,,,,"42/46 Wang Lung St.,
Tsuen Wan","荃灣
橫龍街42/46號",,,,,1971,P,,
Pacific Garden,悅福花園,,,,,"31 Peak Rd. W.,
Cheung Chau","長洲
山頂道西31號",,,,,1992,,,
Pahsang Industrial Building,百勝工業大廈,,,,,"16 San On St.,
Tuen Mun","屯門
新安街16號",,,,,1979,P,,
Pak Cheong Building,伯昌樓,,,,,"18 Wai Yan St.,
Tai Po","大埔
懷仁街18號",,,,,1977,,,
Pak Cheung Court,伯祥閣,,,,,"54-56 Fu Shin St.,
Tai Po","大埔
富善街54-56號",,,,,1987,P,,
Pak Fook Building,百福樓,,,,,"9 Ying Fuk St.,
Hung Shui Kiu, Yuen Long","元朗洪水橋
盈福街9號",,,,,1979,,,
Pak Kau College,伯裘書院,,,,,"51 Tin Wah Rd.,
Tin Shui Wai","天水圍
天華路51號",,,,,-,,,
Pak Kong Water Treatment Works,北港濾水廠,,,,,"20 Pak Kong Rd.,
Sai Kung","西貢
北港路20號",,,,,-,,,
Pak Lee Villa,柏利邨,,,,,"1-14 Pak She Back St.,
Cheung Chau","長洲
北社後街1-14號",,,,,1988,,,
Pak Sha O Youth Hostel,"香港青年旅舍協會
白沙澳青年旅舍",,,,,"DD 290 CLL T20021
Hoi Ha Rd., Sai Kung","西貢海下路
第290約官地牌照
第T20021號",,,,,-,,,
"Pak Sha Wan Tam Wah Ching
Sea Activity Centre, The Scout
Association of Hong Kong","香港童軍總會
白沙灣譚華正海上活動中心",,,,,"600 Hiram's Highway,
Sai Kung","西貢
西貢公路600號",,,,,-,,,
Pak Sik Godown 1,百適一倉,,,,,"12/36 Wo Heung St.,
Fo Tan","火炭
禾香街12/36號",,,,,1979,,,
Pak Sik Godown No. 2,百適第二貨倉,,,,,"15-29 Wo Shui St.,
Fo Tan","火炭
禾穗街15-29號",,,,,1984,,,
Pak Tai Temple,北帝廟,,,,,"Lot 28 RP.,
Off Pak She St.,
Cheung Chau","長洲
近北社街
地段28號餘段",,,,,,,,
Pak Tam Villas,北潭花苑,,,,,"3A Pak Tam Chung,
Sai Kung","西貢
北潭涌3A號",,,,,1982,,,
Pak U Girls Middle School,柏雨女子中學,,,,,"DD 124 Lots 1877 etc.,
Off Castle Peak Rd.
Hung Shui Kiu, Yuen Long","元朗近青山公路
洪水橋段第124約
第1877號地段等",,,,,-,,,
Pak Wai Yuen,百慧園,,,,,"Lot 1193, 1A Peak Rd.,
Cheung Chau","長洲第1193號地段
山頂道1A號",,,,,-,,,
Pak Wu Garden Phase II,栢湖花園第二期,,,,,"313A, 313B, 313C
Sheung Tsuen, Pat Heung","八鄉上村313A、
313B及313C號",,,,,-,,,
Pak Yee Building,百宜樓,,,,,"26/34 Kau Yuk Rd., 
Yuen Long","元朗
教育路26/34號",,,,,1974,P,,
Pak Yuen,栢園,,,,,"90-90E Pak She San Tsuen,
Cheung Chau","長洲
北社新村90-90E號",,,,,1980,,,
Pak Yuen,柏園,,,,,"DD 92 C.L.L. No. N8874
Off Castle Peak Rd.
Kwu Tung","近青山公路古洞段
第92約官地牌照
第N8874號",,,,,-,,,
Palatial Coast,帝濤灣,,,,,"TMTL 400,
Tuen Mun","屯門
屯門市地段第400號",,,,,1999,,,
Palatial Coast,帝濤灣,Grand Pacific Heights,海琴軒,,,,,,,,,,,,
Palatial Coast,帝濤灣,Grand Pacific Heights,海琴軒,Blocks 7-10,第7-10座,,,,,,,,,,
Palatial Coast,帝濤灣,Grand Pacific Views,浪琴軒,,,,,,,,,,,,
Palatial Coast,帝濤灣,Grand Pacific Views,浪琴軒,"Blocks 1-3, 5-6",第1-3、5-6座,,,,,,,,,,
Palm Beach,棕月灣,,,,,"28 Castle Peak Rd.
Castle Peak Bay, Tuen Mun","屯門青山公路
青山灣段28號",,,,,1999,P,,
Palm Court,松苑,,,,,"Ground Floor:
3/7, 11/17, 21/23 &
27/29 Tak Ching Court,
Tuen Mun
Upper Floors:
9, 19 & 25 Tak Ching Court","地下︰
屯門德政圍3/7、
11/17、21/23
及27/29號
樓上各層︰
德政圍9、19及25號",,,,,1974,P,,
Palm Cove,翠濤居,,,,,"168 Castle Peak Rd.
Castle Peak Bay, Tuen Mun","屯門青山公路
青山灣段168號",,,,,2002,P,,
Palm Cove Villa,,,,,,"23-29 Ng Fai Tin,
Clear Water Bay","清水灣
五塊田23-29號",,,,,-,,,
Palm Olive Garden,橄欖園,,,,,"DD 183 Lot 531
Off Tai Po Rd. Sha Tin","近大埔公路沙田段
第183約第531號地段",,,,,-,,,
Palm Springs,加州花園,,,,,Yuen Long,元朗,,,,,,,,
Palm Springs,加州花園,Arcadia,雅仕居,,,,,"Banyan Path, Narcissus,
Path & Sunflower Path,","青榕徑、水仙徑及
日葵徑",,,1994,,,
Palm Springs,加州花園,Monterey,爵仕居,,,,,"Begonia Path, Cypress Drive,
Lily Path, Magnolia Path,
Marigold Path, Oleander Path,
Osmanthus Path & Willow Path","海棠徑、翠栢路、
芙蓉徑、玉蘭徑、
銀菊徑、竹桃徑、
月桂徑及柳樹徑",,,1993,,,
Palm Springs,加州花園,Paloma,名仕居,,,,,"Birch Path, Geranium Path,
Lilac Path, Peony Path &
Rose Path","白楊徑、洋葵徑、
丁香徑、牡丹徑及
玫瑰徑",,,1994,,,
